date,cash_in,cash_out,channel,transaction_count,balance,day_of_week,month,quarter,lag1_in,lag7_in,lag1_out,lag7_out,roll_mean_7_in,roll_mean_7_out,roll_mean_30_in,roll_mean_30_out,cash_in_next_day,cash_out_next_day,cash_in_h7_sum,cash_out_h7_sum,cash_in_next_month_sum,cash_out_next_month_sum
2024-07-17,5.8E7,3.45E7,DEFAULT,1,2.35E7,3,7,3,6.05E7,5.5E7,3.6E7,3.3E7,5.214285714285714E7,3.117142857142857E7,5.795E7,3.4706666666666664E7,6.3E7,3.75E7,4.17E8,2.49E8,2.0235E9,1.21E9
2024-07-18,6.3E7,3.75E7,DEFAULT,1,2.55E7,4,7,3,5.8E7,6.0E7,3.45E7,3.6E7,5.2571428571428575E7,3.1385714285714287E7,5.82E7,3.4856666666666664E7,6.8E7,4.05E7,4.59E8,2.745E8,2.0055E9,1.1995E9
2024-07-19,6.8E7,4.05E7,DEFAULT,1,2.75E7,5,7,3,6.3E7,6.5E7,3.75E7,3.9E7,5.3E7,3.16E7,5.87E7,3.5156666666666664E7,4.0E7,2.4E7,4.89E8,2.93E8,1.9695E9,1.178E9
2024-07-20,4.0E7,2.4E7,DEFAULT,1,1.6E7,6,7,3,6.8E7,3.85E7,4.05E7,2.3E7,5.321428571428572E7,3.174285714285714E7,5.81E7,3.4806666666666664E7,2.85E7,1.7E7,5.61E8,3.36E8,1.9975E9,1.1945E9
2024-07-21,2.85E7,1.7E7,DEFAULT,1,1.15E7,0,7,3,4.0E7,2.7E7,2.4E7,1.62E7,5.3428571428571425E7,3.185714285714286E7,5.695E7,3.4123333333333336E7,5.9E7,3.5E7,5.945E8,3.56E8,2.0415E9,1.2205E9
2024-07-22,5.9E7,3.5E7,DEFAULT,1,2.4E7,1,7,3,2.85E7,5.6E7,1.7E7,3.35E7,5.385714285714286E7,3.207142857142857E7,5.7666666666666664E7,3.454E7,6.35E7,3.8E7,6.055E8,3.63E8,2.0525E9,1.227E9
2024-07-23,6.35E7,3.8E7,DEFAULT,1,2.55E7,2,7,3,5.9E7,6.05E7,3.5E7,3.6E7,5.428571428571428E7,3.235714285714286E7,5.89E7,3.5273333333333336E7,9.5E7,5.7E7,6.34E8,3.8E8,2.064E9,1.2335E9
2024-07-24,9.5E7,5.7E7,DEFAULT,1,3.8E7,3,7,3,6.35E7,5.8E7,3.8E7,3.45E7,5.9571428571428575E7,3.5571428571428575E7,6.0266666666666664E7,3.609E7,1.05E8,6.3E7,6.14E8,3.68E8,2.049E9,1.224E9
2024-07-25,1.05E8,6.3E7,DEFAULT,1,4.2E7,4,7,3,9.5E7,6.3E7,5.7E7,3.75E7,6.5571428571428575E7,3.921428571428572E7,6.0933333333333336E7,3.649E7,9.8E7,5.9E7,5.77E8,3.46E8,2.042E9,1.2195E9
2024-07-26,9.8E7,5.9E7,DEFAULT,1,3.9E7,5,7,3,1.05E8,6.8E7,6.3E7,4.05E7,6.985714285714285E7,4.185714285714286E7,6.1033333333333336E7,3.6556666666666664E7,1.12E8,6.7E7,5.52E8,3.305E8,1.999E9,1.1935E9
2024-07-27,1.12E8,6.7E7,DEFAULT,1,4.5E7,6,7,3,9.8E7,4.0E7,5.9E7,2.4E7,8.014285714285715E7,4.8E7,6.17E7,3.6956666666666664E7,6.2E7,3.7E7,4.825E8,2.89E8,1.959E9,1.1695E9
2024-07-28,6.2E7,3.7E7,DEFAULT,1,2.5E7,0,7,3,1.12E8,2.85E7,6.7E7,1.7E7,8.492857142857143E7,5.085714285714286E7,6.0833333333333336E7,3.6423333333333336E7,7.0E7,4.2E7,4.505E8,2.7E8,2.002E9,1.1955E9
2024-07-29,7.0E7,4.2E7,DEFAULT,1,2.8E7,1,7,3,6.2E7,5.9E7,3.7E7,3.5E7,8.65E7,5.185714285714286E7,5.9666666666666664E7,3.5723333333333336E7,9.2E7,5.5E7,4.425E8,2.65E8,2.044E9,1.2205E9
2024-07-30,9.2E7,5.5E7,DEFAULT,1,3.7E7,2,7,3,7.0E7,6.35E7,4.2E7,3.8E7,9.057142857142857E7,5.428571428571428E7,6.08E7,3.639E7,7.5E7,4.5E7,4.17E8,2.495E8,2.06E9,1.2305E9
2024-07-31,7.5E7,4.5E7,DEFAULT,1,3.0E7,3,7,3,9.2E7,9.5E7,5.5E7,5.7E7,8.771428571428572E7,5.2571428571428575E7,6.17E7,3.6923333333333336E7,6.8E7,4.1E7,4.06E8,2.425E8,2.08E9,1.2425E9
2024-08-01,6.8E7,4.1E7,DEFAULT,1,2.7E7,4,8,3,7.5E7,1.05E8,4.5E7,6.3E7,8.242857142857143E7,4.9428571428571425E7,6.2133333333333336E7,3.719E7,7.3E7,4.35E7,4.07E8,2.425E8,2.077E9,1.2405E9
2024-08-02,7.3E7,4.35E7,DEFAULT,1,2.95E7,5,8,3,6.8E7,9.8E7,4.1E7,5.9E7,7.885714285714285E7,4.721428571428572E7,6.2816666666666664E7,3.759E7,4.25E7,2.55E7,4.08E8,2.43E8,2.049E9,1.224E9
2024-08-03,4.25E7,2.55E7,DEFAULT,1,1.7E7,6,8,3,7.3E7,1.12E8,4.35E7,6.7E7,6.892857142857143E7,4.128571428571428E7,6.2333333333333336E7,3.7306666666666664E7,3.0E7,1.8E7,4.09E8,2.435E8,2.0615E9,1.2315E9
2024-08-04,3.0E7,1.8E7,DEFAULT,1,1.2E7,0,8,3,4.25E7,6.2E7,2.55E7,3.7E7,6.435714285714286E7,3.8571428571428575E7,6.1266666666666664E7,3.6673333333333336E7,6.2E7,3.7E7,4.1E8,2.44E8,2.1035E9,1.2565E9
2024-08-05,6.2E7,3.7E7,DEFAULT,1,2.5E7,1,8,3,3.0E7,7.0E7,1.8E7,4.2E7,6.321428571428572E7,3.785714285714286E7,6.21E7,3.7173333333333336E7,6.65E7,3.95E7,4.13E8,2.46E8,2.11E9,1.2605E9
2024-08-06,6.65E7,3.95E7,DEFAULT,1,2.7E7,2,8,3,6.2E7,9.2E7,3.7E7,5.5E7,5.9571428571428575E7,3.564285714285714E7,6.345E7,3.7973333333333336E7,6.4E7,3.8E7,4.165E8,2.485E8,2.1175E9,1.265E9
2024-08-07,6.4E7,3.8E7,DEFAULT,1,2.6E7,3,8,3,6.65E7,7.5E7,3.95E7,4.5E7,5.8E7,3.464285714285714E7,6.3816666666666664E7,3.8173333333333336E7,6.9E7,4.1E7,4.375E8,2.615E8,2.1325E9,1.274E9
2024-08-08,6.9E7,4.1E7,DEFAULT,1,2.8E7,4,8,3,6.4E7,6.8E7,3.8E7,4.1E7,5.814285714285714E7,3.464285714285714E7,6.42E7,3.839E7,7.4E7,4.4E7,4.405E8,2.635E8,2.11E9,1.261E9
2024-08-09,7.4E7,4.4E7,DEFAULT,1,3.0E7,5,8,3,6.9E7,7.3E7,4.1E7,4.35E7,5.828571428571428E7,3.471428571428572E7,6.4833333333333336E7,3.8756666666666664E7,4.35E7,2.6E7,4.435E8,2.655E8,2.069E9,1.237E9
2024-08-10,4.35E7,2.6E7,DEFAULT,1,1.75E7,6,8,3,7.4E7,4.25E7,4.4E7,2.55E7,5.8428571428571425E7,3.478571428571428E7,6.4283333333333336E7,3.8423333333333336E7,3.1E7,1.85E7,4.45E8,2.665E8,2.0955E9,1.253E9
2024-08-11,3.1E7,1.85E7,DEFAULT,1,1.25E7,0,8,3,4.35E7,3.0E7,2.6E7,1.8E7,5.8571428571428575E7,3.485714285714286E7,6.315E7,3.774E7,6.5E7,3.9E7,4.46E8,2.67E8,2.1395E9,1.2795E9
2024-08-12,6.5E7,3.9E7,DEFAULT,1,2.6E7,1,8,3,3.1E7,6.2E7,1.85E7,3.7E7,5.9E7,3.514285714285714E7,6.4033333333333336E7,3.8273333333333336E7,7.0E7,4.2E7,4.49E8,2.685E8,2.147E9,1.284E9
2024-08-13,7.0E7,4.2E7,DEFAULT,1,2.8E7,2,8,3,6.5E7,6.65E7,3.9E7,3.95E7,5.95E7,3.55E7,6.5466666666666664E7,3.9133333333333336E7,8.5E7,5.1E7,4.515E8,2.695E8,2.155E9,1.2885E9
2024-08-14,8.5E7,5.1E7,DEFAULT,1,3.4E7,3,8,3,7.0E7,6.4E7,4.2E7,3.8E7,6.25E7,3.735714285714286E7,6.6433333333333336E7,3.9716666666666664E7,7.2E7,4.3E7,4.365E8,2.6E8,2.153E9,1.287E9
2024-08-15,7.2E7,4.3E7,DEFAULT,1,2.9E7,4,8,3,8.5E7,6.9E7,5.1E7,4.1E7,6.2928571428571425E7,3.764285714285714E7,6.6816666666666664E7,3.995E7,7.7E7,4.6E7,4.395E8,2.615E8,2.176E9,1.301E9
2024-08-16,7.7E7,4.6E7,DEFAULT,1,3.1E7,5,8,3,7.2E7,7.4E7,4.3E7,4.4E7,6.335714285714286E7,3.7928571428571425E7,6.745E7,4.0333333333333336E7,4.5E7,2.7E7,4.425E8,2.63E8,2.1525E9,1.287E9
2024-08-17,4.5E7,2.7E7,DEFAULT,1,1.8E7,6,8,3,7.7E7,4.35E7,4.6E7,2.6E7,6.3571428571428575E7,3.8071428571428575E7,6.685E7,3.9983333333333336E7,3.2E7,1.9E7,4.955E8,2.945E8,2.1755E9,1.3005E9
2024-08-18,3.2E7,1.9E7,DEFAULT,1,1.3E7,0,8,3,4.5E7,3.1E7,2.7E7,1.85E7,6.371428571428572E7,3.814285714285714E7,6.565E7,3.9266666666666664E7,6.8E7,4.05E7,5.185E8,3.085E8,2.2165E9,1.325E9
2024-08-19,6.8E7,4.05E7,DEFAULT,1,2.75E7,1,8,3,3.2E7,6.5E7,1.9E7,3.9E7,6.414285714285714E7,3.835714285714286E7,6.6583333333333336E7,3.9816666666666664E7,7.25E7,4.3E7,5.225E8,3.11E8,2.219E9,1.3265E9
2024-08-20,7.25E7,4.3E7,DEFAULT,1,2.95E7,2,8,3,6.8E7,7.0E7,4.05E7,4.2E7,6.45E7,3.85E7,6.805E7,4.0683333333333336E7,7.0E7,4.15E7,5.55E8,3.31E8,2.2225E9,1.329E9
2024-08-21,7.0E7,4.15E7,DEFAULT,1,2.85E7,3,8,3,7.25E7,8.5E7,4.3E7,5.1E7,6.235714285714286E7,3.714285714285714E7,6.841666666666667E7,4.09E7,7.5E7,4.45E7,5.97E8,3.565E8,2.2335E9,1.336E9
2024-08-22,7.5E7,4.45E7,DEFAULT,1,3.05E7,4,8,3,7.0E7,7.2E7,4.15E7,4.3E7,6.278571428571428E7,3.735714285714286E7,6.88E7,4.1116666666666664E7,8.0E7,4.75E7,6.3E8,3.77E8,2.206E9,1.32E9
2024-08-23,8.0E7,4.75E7,DEFAULT,1,3.25E7,5,8,3,7.5E7,7.7E7,4.45E7,4.6E7,6.321428571428572E7,3.7571428571428575E7,6.83E7,4.08E7,9.8E7,5.85E7,6.45E8,3.865E8,2.16E9,1.293E9
2024-08-24,9.8E7,5.85E7,DEFAULT,1,3.95E7,6,8,3,8.0E7,4.5E7,4.75E7,2.7E7,7.078571428571428E7,4.2071428571428575E7,6.806666666666667E7,4.065E7,5.5E7,3.3E7,6.12E8,3.67E8,2.134E9,1.2775E9
2024-08-25,5.5E7,3.3E7,DEFAULT,1,2.2E7,0,8,3,9.8E7,3.2E7,5.85E7,1.9E7,7.407142857142857E7,4.4071428571428575E7,6.6633333333333336E7,3.9783333333333336E7,7.2E7,4.3E7,6.02E8,3.61E8,2.177E9,1.303E9
2024-08-26,7.2E7,4.3E7,DEFAULT,1,2.9E7,1,8,3,5.5E7,6.8E7,3.3E7,4.05E7,7.464285714285715E7,4.4428571428571425E7,6.53E7,3.8983333333333336E7,1.05E8,6.3E7,5.85E8,3.51E8,2.213E9,1.325E9
2024-08-27,1.05E8,6.3E7,DEFAULT,1,4.2E7,2,8,3,7.2E7,7.25E7,4.3E7,4.3E7,7.928571428571428E7,4.728571428571428E7,6.6733333333333336E7,3.985E7,1.12E8,6.7E7,5.52E8,3.31E8,2.226E9,1.333E9
2024-08-28,1.12E8,6.7E7,DEFAULT,1,4.5E7,3,8,3,1.05E8,7.0E7,6.3E7,4.15E7,8.528571428571428E7,5.0928571428571425E7,6.813333333333333E7,4.0683333333333336E7,1.08E8,6.5E7,5.085E8,3.05E8,2.239E9,1.341E9
2024-08-29,1.08E8,6.5E7,DEFAULT,1,4.3E7,4,8,3,1.12E8,7.5E7,6.7E7,4.45E7,9.0E7,5.385714285714286E7,6.866666666666667E7,4.1016666666666664E7,9.5E7,5.7E7,4.745E8,2.84E8,2.261E9,1.354E9
2024-08-30,9.5E7,5.7E7,DEFAULT,1,3.8E7,5,8,3,1.08E8,8.0E7,6.5E7,4.75E7,9.214285714285715E7,5.521428571428572E7,6.933333333333333E7,4.1416666666666664E7,6.5E7,3.9E7,4.585E8,2.74E8,2.238E9,1.34E9
2024-08-31,6.5E7,3.9E7,DEFAULT,1,2.6E7,6,8,3,9.5E7,9.8E7,5.7E7,5.85E7,8.742857142857143E7,5.2428571428571425E7,6.923333333333333E7,4.135E7,4.5E7,2.7E7,4.4E8,2.63E8,2.231E9,1.336E9
2024-09-01,4.5E7,2.7E7,DEFAULT,1,1.8E7,0,9,3,6.5E7,5.5E7,3.9E7,3.3E7,8.6E7,5.1571428571428575E7,6.83E7,4.08E7,5.5E7,3.3E7,4.28E8,2.56E8,2.264E9,1.356E9
2024-09-02,5.5E7,3.3E7,DEFAULT,1,2.2E7,1,9,3,4.5E7,7.2E7,2.7E7,4.3E7,8.357142857142857E7,5.014285714285714E7,6.871666666666667E7,4.105E7,7.2E7,4.3E7,4.43E8,2.65E8,2.294E9,1.374E9
2024-09-03,7.2E7,4.3E7,DEFAULT,1,2.9E7,2,9,3,5.5E7,1.05E8,3.3E7,6.3E7,7.885714285714285E7,4.728571428571428E7,7.011666666666667E7,4.1883333333333336E7,6.85E7,4.1E7,4.46E8,2.67E8,2.304E9,1.38E9
2024-09-04,6.85E7,4.1E7,DEFAULT,1,2.75E7,3,9,3,7.2E7,1.12E8,4.3E7,6.7E7,7.264285714285715E7,4.3571428571428575E7,7.033333333333333E7,4.2016666666666664E7,7.4E7,4.4E7,4.5E8,2.695E8,2.3235E9,1.392E9
2024-09-05,7.4E7,4.4E7,DEFAULT,1,3.0E7,4,9,3,6.85E7,1.08E8,4.1E7,6.5E7,6.778571428571428E7,4.0571428571428575E7,7.058333333333333E7,4.2166666666666664E7,7.9E7,4.7E7,4.54E8,2.72E8,2.3015E9,1.379E9
2024-09-06,7.9E7,4.7E7,DEFAULT,1,3.2E7,5,9,3,7.4E7,9.5E7,4.4E7,5.7E7,6.55E7,3.914285714285714E7,7.108333333333333E7,4.2466666666666664E7,4.65E7,2.8E7,4.58E8,2.745E8,2.2595E9,1.354E9
2024-09-07,4.65E7,2.8E7,DEFAULT,1,1.85E7,6,9,3,7.9E7,6.5E7,4.7E7,3.9E7,6.285714285714286E7,3.7571428571428575E7,7.033333333333333E7,4.2033333333333336E7,3.3E7,2.0E7,5.065E8,3.035E8,2.288E9,1.371E9
2024-09-08,3.3E7,2.0E7,DEFAULT,1,1.3E7,0,9,3,4.65E7,4.5E7,2.8E7,2.7E7,6.114285714285714E7,3.6571428571428575E7,6.896666666666667E7,4.1233333333333336E7,7.0E7,4.2E7,5.27E8,3.155E8,2.335E9,1.399E9
2024-09-09,7.0E7,4.2E7,DEFAULT,1,2.8E7,1,9,3,3.3E7,5.5E7,2.0E7,3.3E7,6.328571428571428E7,3.785714285714286E7,6.985E7,4.1766666666666664E7,7.5E7,4.5E7,5.25E8,3.14E8,2.3425E9,1.4035E9
2024-09-10,7.5E7,4.5E7,DEFAULT,1,3.0E7,2,9,3,7.0E7,7.2E7,4.2E7,4.3E7,6.371428571428572E7,3.814285714285714E7,7.131666666666667E7,4.265E7,7.25E7,4.35E7,5.23E8,3.125E8,2.3505E9,1.408E9
2024-09-11,7.25E7,4.35E7,DEFAULT,1,2.9E7,3,9,3,7.5E7,6.85E7,4.5E7,4.1E7,6.428571428571428E7,3.85E7,7.156666666666667E7,4.28E7,7.8E7,4.65E7,5.21E8,3.11E8,2.3665E9,1.4175E9
2024-09-12,7.8E7,4.65E7,DEFAULT,1,3.15E7,4,9,3,7.25E7,7.4E7,4.35E7,4.4E7,6.485714285714286E7,3.885714285714286E7,7.183333333333333E7,4.295E7,8.3E7,4.95E7,5.19E8,3.1E8,2.3405E9,1.402E9
2024-09-13,8.3E7,4.95E7,DEFAULT,1,3.35E7,5,9,3,7.8E7,7.9E7,4.65E7,4.7E7,6.5428571428571425E7,3.921428571428572E7,7.176666666666667E7,4.29E7,9.5E7,5.7E7,5.17E8,3.09E8,2.2945E9,1.3745E9
2024-09-14,9.5E7,5.7E7,DEFAULT,1,3.8E7,6,9,3,8.3E7,4.65E7,4.95E7,2.8E7,7.235714285714285E7,4.335714285714286E7,7.253333333333333E7,4.3366666666666664E7,5.35E7,3.2E7,4.695E8,2.805E8,2.2775E9,1.3645E9
2024-09-15,5.35E7,3.2E7,DEFAULT,1,2.15E7,0,9,3,9.5E7,3.3E7,5.7E7,2.0E7,7.528571428571428E7,4.5071428571428575E7,7.175E7,4.29E7,6.8E7,4.05E7,4.5E8,2.69E8,2.3075E9,1.3825E9
2024-09-16,6.8E7,4.05E7,DEFAULT,1,2.75E7,1,9,3,5.35E7,7.0E7,3.2E7,4.2E7,7.5E7,4.485714285714286E7,7.251666666666667E7,4.335E7,7.3E7,4.35E7,4.54E8,2.715E8,2.3205E9,1.3905E9
2024-09-17,7.3E7,4.35E7,DEFAULT,1,2.95E7,2,9,3,6.8E7,7.5E7,4.05E7,4.5E7,7.471428571428572E7,4.464285714285714E7,7.388333333333333E7,4.4166666666666664E7,7.05E7,4.2E7,4.79E8,2.865E8,2.334E9,1.399E9
2024-09-18,7.05E7,4.2E7,DEFAULT,1,2.85E7,3,9,3,7.3E7,7.25E7,4.35E7,4.35E7,7.442857142857143E7,4.4428571428571425E7,7.396666666666667E7,4.4216666666666664E7,7.6E7,4.55E7,5.165E8,3.095E8,2.3555E9,1.412E9
2024-09-19,7.6E7,4.55E7,DEFAULT,1,3.05E7,4,9,3,7.05E7,7.8E7,4.2E7,4.65E7,7.414285714285715E7,4.428571428571428E7,7.408333333333333E7,4.43E7,8.1E7,4.85E7,5.585E8,3.35E8,2.3335E9,1.399E9
2024-09-20,8.1E7,4.85E7,DEFAULT,1,3.25E7,5,9,3,7.6E7,8.3E7,4.55E7,4.95E7,7.385714285714285E7,4.414285714285714E7,7.445E7,4.4533333333333336E7,4.75E7,2.85E7,6.025E8,3.615E8,2.291E9,1.3735E9
2024-09-21,4.75E7,2.85E7,DEFAULT,1,1.9E7,6,9,3,8.1E7,9.5E7,4.85E7,5.7E7,6.7071428571428575E7,4.0071428571428575E7,7.353333333333333E7,4.4E7,3.4E7,2.05E7,6.85E8,4.11E8,2.3245E9,1.3935E9
2024-09-22,3.4E7,2.05E7,DEFAULT,1,1.35E7,0,9,3,4.75E7,5.35E7,2.85E7,3.2E7,6.428571428571428E7,3.8428571428571425E7,7.2E7,4.31E7,7.2E7,4.3E7,7.23E8,4.335E8,2.3765E9,1.4245E9
2024-09-23,7.2E7,4.3E7,DEFAULT,1,2.9E7,1,9,3,3.4E7,6.8E7,2.05E7,4.05E7,6.485714285714286E7,3.878571428571428E7,7.113333333333333E7,4.2583333333333336E7,9.8E7,5.85E7,7.09E8,4.255E8,2.388E9,1.4315E9
2024-09-24,9.8E7,5.85E7,DEFAULT,1,3.95E7,2,9,3,7.2E7,7.3E7,4.3E7,4.35E7,6.842857142857143E7,4.0928571428571425E7,7.256666666666667E7,4.3433333333333336E7,1.08E8,6.5E7,6.89E8,4.14E8,2.408E9,1.444E9
2024-09-25,1.08E8,6.5E7,DEFAULT,1,4.3E7,3,9,3,9.8E7,7.05E7,5.85E7,4.2E7,7.378571428571428E7,4.421428571428572E7,7.376666666666667E7,4.4166666666666664E7,1.18E8,7.1E7,6.66E8,4.0E8,2.428E9,1.456E9
2024-09-26,1.18E8,7.1E7,DEFAULT,1,4.7E7,4,9,3,1.08E8,7.6E7,6.5E7,4.55E7,7.978571428571428E7,4.785714285714286E7,7.42E7,4.4433333333333336E7,1.25E8,7.5E7,6.3E8,3.78E8,2.445E9,1.466E9
2024-09-27,1.25E8,7.5E7,DEFAULT,1,5.0E7,5,9,3,1.18E8,8.1E7,7.1E7,4.85E7,8.607142857142857E7,5.164285714285714E7,7.463333333333333E7,4.47E7,1.3E8,7.8E7,5.93E8,3.56E8,2.395E9,1.436E9
2024-09-28,1.3E8,7.8E7,DEFAULT,1,5.2E7,6,9,3,1.25E8,4.75E7,7.5E7,2.85E7,9.785714285714285E7,5.871428571428572E7,7.536666666666667E7,4.5133333333333336E7,7.2E7,4.3E7,5.15E8,3.09E8,2.353E9,1.411E9
2024-09-29,7.2E7,4.3E7,DEFAULT,1,2.9E7,0,9,3,1.3E8,3.4E7,7.8E7,2.05E7,1.0328571428571428E8,6.1928571428571425E7,7.46E7,4.4666666666666664E7,5.8E7,3.5E7,4.8E8,2.88E8,2.396E9,1.437E9
2024-09-30,5.8E7,3.5E7,DEFAULT,1,2.3E7,1,9,3,7.2E7,7.2E7,4.3E7,4.3E7,1.0128571428571428E8,6.078571428571428E7,7.436666666666667E7,4.4533333333333336E7,7.8E7,4.7E7,4.97E8,2.98E8,2.446E9,1.467E9
2024-10-01,7.8E7,4.7E7,DEFAULT,1,3.1E7,2,10,4,5.8E7,9.8E7,3.5E7,5.85E7,9.842857142857143E7,5.914285714285714E7,7.546666666666667E7,4.52E7,8.5E7,5.1E7,4.99E8,2.99E8,2.463E9,1.477E9
2024-10-02,8.5E7,5.1E7,DEFAULT,1,3.4E7,3,10,4,7.8E7,1.08E8,4.7E7,6.5E7,9.514285714285715E7,5.714285714285714E7,7.646666666666667E7,4.58E7,8.2E7,4.9E7,4.915E8,2.945E8,2.466E9,1.479E9
2024-10-03,8.2E7,4.9E7,DEFAULT,1,3.3E7,4,10,4,8.5E7,1.18E8,5.1E7,7.1E7,9.0E7,5.4E7,7.68E7,4.6E7,8.8E7,5.3E7,4.925E8,2.95E8,2.436E9,1.461E9
2024-10-04,8.8E7,5.3E7,DEFAULT,1,3.5E7,5,10,4,8.2E7,1.25E8,4.9E7,7.5E7,8.471428571428572E7,5.085714285714286E7,7.745E7,4.64E7,5.2E7,3.1E7,4.93E8,2.95E8,2.385E9,1.43E9
2024-10-05,5.2E7,3.1E7,DEFAULT,1,2.1E7,6,10,4,8.8E7,1.3E8,5.3E7,7.8E7,7.357142857142857E7,4.414285714285714E7,7.671666666666667E7,4.5966666666666664E7,3.7E7,2.2E7,4.93E8,2.95E8,2.415E9,1.448E9
2024-10-06,3.7E7,2.2E7,DEFAULT,1,1.5E7,0,10,4,5.2E7,7.2E7,3.1E7,4.3E7,6.857142857142857E7,4.114285714285714E7,7.531666666666667E7,4.5133333333333336E7,7.5E7,4.5E7,4.93E8,2.95E8,2.4655E9,1.4785E9
2024-10-07,7.5E7,4.5E7,DEFAULT,1,3.0E7,1,10,4,3.7E7,5.8E7,2.2E7,3.5E7,7.1E7,4.2571428571428575E7,7.626666666666667E7,4.57E7,8.0E7,4.8E7,4.96E8,2.97E8,2.4755E9,1.4845E9
2024-10-08,8.0E7,4.8E7,DEFAULT,1,3.2E7,2,10,4,7.5E7,7.8E7,4.5E7,4.7E7,7.128571428571428E7,4.271428571428572E7,7.783333333333333E7,4.6633333333333336E7,7.75E7,4.65E7,4.995E8,2.99E8,2.486E9,1.4905E9
2024-10-09,7.75E7,4.65E7,DEFAULT,1,3.1E7,3,10,4,8.0E7,8.5E7,4.8E7,5.1E7,7.021428571428572E7,4.2071428571428575E7,7.808333333333333E7,4.6783333333333336E7,8.3E7,4.95E7,5.03E8,3.01E8,2.5045E9,1.5015E9
2024-10-10,8.3E7,4.95E7,DEFAULT,1,3.35E7,4,10,4,7.75E7,8.2E7,4.65E7,4.9E7,7.035714285714285E7,4.214285714285714E7,7.835E7,4.6933333333333336E7,8.85E7,5.3E7,5.065E8,3.035E8,2.478E9,1.486E9
2024-10-11,8.85E7,5.3E7,DEFAULT,1,3.55E7,5,10,4,8.3E7,8.8E7,4.95E7,5.3E7,7.042857142857143E7,4.214285714285714E7,7.888333333333333E7,4.725E7,5.2E7,3.1E7,5.1E8,3.055E8,2.4295E9,1.457E9
2024-10-12,5.2E7,3.1E7,DEFAULT,1,2.1E7,6,10,4,8.85E7,5.2E7,5.3E7,3.1E7,7.042857142857143E7,4.214285714285714E7,7.801666666666667E7,4.6733333333333336E7,3.7E7,2.2E7,5.12E8,3.07E8,2.4625E9,1.477E9
2024-10-13,3.7E7,2.2E7,DEFAULT,1,1.5E7,0,10,4,5.2E7,3.7E7,3.1E7,2.2E7,7.042857142857143E7,4.214285714285714E7,7.648333333333333E7,4.5816666666666664E7,7.8E7,4.7E7,5.135E8,3.08E8,2.5155E9,1.509E9
2024-10-14,7.8E7,4.7E7,DEFAULT,1,3.1E7,1,10,4,3.7E7,7.5E7,2.2E7,4.5E7,7.085714285714285E7,4.2428571428571425E7,7.591666666666667E7,4.5483333333333336E7,8.35E7,5.0E7,5.165E8,3.095E8,2.525E9,1.5145E9
2024-10-15,8.35E7,5.0E7,DEFAULT,1,3.35E7,2,10,4,7.8E7,8.0E7,4.7E7,4.8E7,7.135714285714285E7,4.271428571428572E7,7.691666666666667E7,4.6083333333333336E7,8.1E7,4.85E7,5.19E8,3.11E8,2.5345E9,1.52E9
2024-10-16,8.1E7,4.85E7,DEFAULT,1,3.25E7,3,10,4,8.35E7,7.75E7,5.0E7,4.65E7,7.185714285714285E7,4.3E7,7.735E7,4.635E7,8.65E7,5.2E7,5.215E8,3.125E8,2.552E9,1.5305E9
2024-10-17,8.65E7,5.2E7,DEFAULT,1,3.45E7,4,10,4,8.1E7,8.3E7,4.85E7,4.95E7,7.235714285714285E7,4.335714285714286E7,7.78E7,4.6633333333333336E7,9.2E7,5.5E7,5.53E8,3.315E8,2.5235E9,1.5135E9
2024-10-18,9.2E7,5.5E7,DEFAULT,1,3.7E7,5,10,4,8.65E7,8.85E7,5.2E7,5.3E7,7.285714285714285E7,4.364285714285714E7,7.851666666666667E7,4.7066666666666664E7,5.4E7,3.25E7,5.89E8,3.535E8,2.4725E9,1.483E9
2024-10-19,5.4E7,3.25E7,DEFAULT,1,2.15E7,6,10,4,9.2E7,5.2E7,5.5E7,3.1E7,7.314285714285715E7,4.385714285714286E7,7.778333333333333E7,4.6633333333333336E7,3.85E7,2.3E7,6.7E8,4.02E8,2.5065E9,1.5035E9
2024-10-20,3.85E7,2.3E7,DEFAULT,1,1.55E7,0,10,4,5.4E7,3.7E7,3.25E7,2.2E7,7.335714285714285E7,4.4E7,7.636666666666667E7,4.5783333333333336E7,8.1E7,4.85E7,7.065E8,4.24E8,2.5615E9,1.5365E9
2024-10-21,8.1E7,4.85E7,DEFAULT,1,3.25E7,1,10,4,3.85E7,7.8E7,2.3E7,4.7E7,7.378571428571428E7,4.421428571428572E7,7.748333333333333E7,4.645E7,8.6E7,5.15E7,7.135E8,4.285E8,2.5715E9,1.5425E9
2024-10-22,8.6E7,5.15E7,DEFAULT,1,3.45E7,2,10,4,8.1E7,8.35E7,4.85E7,5.0E7,7.414285714285715E7,4.4428571428571425E7,7.921666666666667E7,4.7483333333333336E7,8.35E7,5.0E7,7.425E8,4.46E8,2.582E9,1.549E9
2024-10-23,8.35E7,5.0E7,DEFAULT,1,3.35E7,3,10,4,8.6E7,8.1E7,5.15E7,4.85E7,7.45E7,4.464285714285714E7,7.96E7,4.7716666666666664E7,1.18E8,7.1E7,7.67E8,4.61E8,2.6005E9,1.56E9
